transaction_ref,amount,merchant_category,transaction_type,location,hour,day_of_week,is_weekend,transaction_date,is_fraud
TXN0000939,2968.9,restaurant,debit,Islamabad,16,1,1,2024-01-20 13:30:00,0
TXN0000940,13369.13,travel,transfer,Islamabad,12,5,1,2024-01-20 14:00:00,0
TXN0000941,16148.41,online,credit,Peshawar,9,4,1,2024-01-20 14:30:00,0
TXN0000942,8942.56,grocery,withdrawal,Lahore,12,3,0,2024-01-20 15:00:00,0
TXN0000943,384.82,online,transfer,Lahore,11,0,1,2024-01-20 15:30:00,0
TXN0000944,6683.64,electronics,debit,Karachi,15,5,1,2024-01-20 16:00:00,0
TXN0000945,11527.52,electronics,debit,Quetta,12,6,0,2024-01-20 16:30:00,0
TXN0000946,1174.12,electronics,credit,Quetta,16,1,1,2024-01-20 17:00:00,0
TXN0000947,2077.12,grocery,transfer,Karachi,16,2,0,2024-01-20 17:30:00,0
TXN0000948,17130.2,travel,transfer,Quetta,10,1,1,2024-01-20 18:00:00,0
TXN0000949,162.62,travel,debit,Multan,20,1,0,2024-01-20 18:30:00,0
TXN0000950,11178.1,restaurant,transfer,Multan,17,2,1,2024-01-20 19:00:00,0
TXN0000951,5136.19,travel,credit,Multan,13,4,0,2024-01-20 19:30:00,0
TXN0000952,4735.88,electronics,debit,Multan,13,1,0,2024-01-20 20:00:00,0
TXN0000953,56.97,healthcare,debit,Peshawar,11,5,1,2024-01-20 20:30:00,0
TXN0000954,13691.69,online,debit,Lahore,18,1,1,2024-01-20 21:00:00,0
TXN0000955,3568.11,travel,debit,Karachi,20,0,0,2024-01-20 21:30:00,0
TXN0000956,6225.56,travel,debit,Peshawar,17,5,0,2024-01-20 22:00:00,0
TXN0000957,9048.27,atm,debit,Multan,10,0,0,2024-01-20 22:30:00,0
TXN0000958,9702.21,electronics,transfer,Karachi,8,5,1,2024-01-20 23:00:00,0
TXN0000959,24984.9,electronics,debit,Lahore,19,3,0,2024-01-20 23:30:00,0
TXN0000960,6063.02,atm,debit,Quetta,14,2,0,2024-01-21 00:00:00,0
TXN0000961,4082.87,grocery,debit,Peshawar,12,5,0,2024-01-21 00:30:00,0
TXN0000962,24581.53,restaurant,credit,Lahore,21,5,0,2024-01-21 01:00:00,0
TXN0000963,8220.24,travel,credit,Karachi,17,4,1,2024-01-21 01:30:00,0
TXN0000964,2832.29,online,debit,Islamabad,14,4,1,2024-01-21 02:00:00,0
TXN0000965,1081.65,atm,credit,Peshawar,8,3,0,2024-01-21 02:30:00,0
TXN0000966,14789.41,electronics,transfer,Karachi,15,4,1,2024-01-21 03:00:00,0
TXN0000967,3597.61,restaurant,debit,Karachi,10,6,1,2024-01-21 03:30:00,0
TXN0000968,8641.54,healthcare,credit,Lahore,14,6,0,2024-01-21 04:00:00,0
TXN0000969,5091.36,travel,credit,Karachi,19,4,0,2024-01-21 04:30:00,0
TXN0000970,1774.45,restaurant,debit,Peshawar,10,6,1,2024-01-21 05:00:00,0
TXN0000971,7364.13,grocery,transfer,Multan,21,0,1,2024-01-21 05:30:00,0
TXN0000972,500.82,restaurant,transfer,Peshawar,10,6,0,2024-01-21 06:00:00,0
TXN0000973,4266.51,electronics,credit,Karachi,17,4,0,2024-01-21 06:30:00,0
TXN0000974,6328.11,electronics,debit,Lahore,16,4,0,2024-01-21 07:00:00,0
TXN0000975,4582.27,grocery,withdrawal,Peshawar,20,6,0,2024-01-21 07:30:00,0
TXN0000976,11047.98,electronics,credit,Islamabad,9,3,0,2024-01-21 08:00:00,0
TXN0000977,14078.6,grocery,debit,Multan,21,3,1,2024-01-21 08:30:00,0
TXN0000978,11800.76,restaurant,credit,Quetta,11,1,0,2024-01-21 09:00:00,0
TXN0000979,316.69,restaurant,transfer,Lahore,13,4,0,2024-01-21 09:30:00,0
TXN0000980,1726.65,grocery,transfer,Lahore,21,4,0,2024-01-21 10:00:00,0
TXN0000981,6153.45,grocery,debit,Quetta,10,5,0,2024-01-21 10:30:00,0
TXN0000982,21845.07,restaurant,debit,Quetta,19,4,1,2024-01-21 11:00:00,0
TXN0000983,14412.38,electronics,credit,Peshawar,17,0,1,2024-01-21 11:30:00,0
TXN0000984,14788.39,grocery,withdrawal,Karachi,21,6,1,2024-01-21 12:00:00,0
TXN0000985,2890.15,online,debit,Karachi,17,5,1,2024-01-21 12:30:00,0
TXN0000986,4489.21,travel,transfer,Islamabad,14,4,1,2024-01-21 13:00:00,0
TXN0000987,5089.69,grocery,credit,Multan,14,0,1,2024-01-21 13:30:00,0
TXN0000988,1369.83,atm,transfer,Karachi,12,1,0,2024-01-21 14:00:00,0
TXN0000989,252.49,online,credit,Islamabad,10,5,0,2024-01-21 14:30:00,0
TXN0000990,23485.06,grocery,debit,Islamabad,9,6,0,2024-01-21 15:00:00,0
TXN0000991,2203.0,restaurant,transfer,Lahore,11,6,1,2024-01-21 15:30:00,0
TXN0000992,2194.96,online,withdrawal,Lahore,21,2,1,2024-01-21 16:00:00,0
TXN0000993,696.49,electronics,debit,Multan,20,4,1,2024-01-21 16:30:00,0
TXN0000994,21105.33,grocery,credit,Peshawar,11,5,0,2024-01-21 17:00:00,0
TXN0000995,6935.0,grocery,debit,Quetta,18,6,1,2024-01-21 17:30:00,0
TXN0000996,8797.79,travel,debit,Quetta,15,3,0,2024-01-21 18:00:00,0
TXN0000997,19404.98,grocery,transfer,Multan,15,5,1,2024-01-21 18:30:00,0
TXN0000998,3392.54,travel,debit,Islamabad,20,3,0,2024-01-21 19:00:00,0
TXN0000999,7772.47,grocery,transfer,Multan,12,4,1,2024-01-21 19:30:00,0
TXN0001000,316.58,online,credit,Quetta,20,0,0,2024-01-21 20:00:00,0
TXN0001001,1653.96,atm,withdrawal,Islamabad,13,3,0,2024-01-21 20:30:00,0
TXN0001002,14234.5,online,debit,Quetta,15,5,1,2024-01-21 21:00:00,0
TXN0001003,11645.79,online,debit,Peshawar,8,5,1,2024-01-21 21:30:00,0
TXN0001004,3454.18,restaurant,debit,Lahore,12,6,0,2024-01-21 22:00:00,0
TXN0001005,3783.24,online,transfer,Lahore,11,3,1,2024-01-21 22:30:00,0
TXN0001006,6100.91,electronics,credit,Islamabad,11,1,1,2024-01-21 23:00:00,0
TXN0001007,1.93,travel,debit,Multan,18,6,0,2024-01-21 23:30:00,0
TXN0001008,2208.6,restaurant,transfer,Quetta,9,1,0,2024-01-22 00:00:00,0
TXN0001009,1867.89,grocery,transfer,Karachi,17,1,0,2024-01-22 00:30:00,0
TXN0001010,2306.61,electronics,transfer,Peshawar,8,3,1,2024-01-22 01:00:00,0
TXN0001011,343932.92,online,debit,Quetta,22,3,0,2024-01-22 01:30:00,1
TXN0001012,2624.41,online,debit,Karachi,13,5,1,2024-01-22 02:00:00,0
TXN0001013,1700.81,atm,transfer,Peshawar,14,4,1,2024-01-22 02:30:00,0
TXN0001014,5613.69,electronics,credit,Peshawar,12,4,0,2024-01-22 03:00:00,0
TXN0001015,16058.16,grocery,debit,Lahore,15,0,1,2024-01-22 03:30:00,0
TXN0001016,2209.71,healthcare,debit,Islamabad,16,3,1,2024-01-22 04:00:00,0
TXN0001017,654.33,grocery,withdrawal,Quetta,18,6,0,2024-01-22 04:30:00,0
TXN0001018,3525.48,grocery,debit,Peshawar,18,6,0,2024-01-22 05:00:00,0
TXN0001019,11015.56,travel,transfer,Quetta,9,4,1,2024-01-22 05:30:00,0
TXN0001020,6400.35,atm,credit,Peshawar,18,4,0,2024-01-22 06:00:00,0
TXN0001021,13577.13,atm,transfer,Multan,20,1,0,2024-01-22 06:30:00,0
TXN0001022,25669.85,restaurant,transfer,Lahore,11,1,1,2024-01-22 07:00:00,0
TXN0001023,669548.51,grocery,credit,Islamabad,0,6,0,2024-01-22 07:30:00,1
TXN0001024,7406.75,electronics,debit,Karachi,16,6,0,2024-01-22 08:00:00,0
TXN0001025,5439.35,electronics,transfer,Karachi,12,1,1,2024-01-22 08:30:00,0
TXN0001026,327.15,restaurant,debit,Multan,10,2,1,2024-01-22 09:00:00,0
TXN0001027,33243.96,travel,transfer,Lahore,13,4,1,2024-01-22 09:30:00,0
TXN0001028,3869.33,grocery,transfer,Peshawar,10,1,0,2024-01-22 10:00:00,0
TXN0001029,1321.15,atm,credit,Lahore,21,1,0,2024-01-22 10:30:00,0
TXN0001030,8789.91,electronics,debit,Islamabad,12,3,1,2024-01-22 11:00:00,0
TXN0001031,2675.82,online,debit,Karachi,10,6,0,2024-01-22 11:30:00,0
TXN0001032,7050.83,restaurant,transfer,Quetta,13,5,0,2024-01-22 12:00:00,0
TXN0001033,7069.97,electronics,debit,Karachi,19,1,0,2024-01-22 12:30:00,0
TXN0001034,4720.82,grocery,withdrawal,Islamabad,17,3,0,2024-01-22 13:00:00,0
TXN0001035,14468.9,electronics,withdrawal,Peshawar,12,0,1,2024-01-22 13:30:00,0
TXN0001036,2462.72,electronics,debit,Lahore,21,1,1,2024-01-22 14:00:00,0
TXN0001037,4762.83,grocery,debit,Karachi,16,5,0,2024-01-22 14:30:00,0
TXN0001038,6172.19,online,credit,Karachi,10,3,0,2024-01-22 15:00:00,0
TXN0001039,8716.22,grocery,withdrawal,Quetta,13,5,0,2024-01-22 15:30:00,0
TXN0001040,12258.77,restaurant,credit,Lahore,15,1,1,2024-01-22 16:00:00,0
TXN0001041,4017.67,grocery,debit,Quetta,14,0,1,2024-01-22 16:30:00,0
TXN0001042,8308.73,electronics,transfer,Quetta,13,1,1,2024-01-22 17:00:00,0
TXN0001043,1305.9,electronics,debit,Peshawar,21,3,1,2024-01-22 17:30:00,0
TXN0001044,21582.59,atm,debit,Karachi,9,0,1,2024-01-22 18:00:00,0
TXN0001045,3863.85,travel,debit,Multan,14,0,0,2024-01-22 18:30:00,0
TXN0001046,10460.5,atm,credit,Lahore,15,0,0,2024-01-22 19:00:00,0
TXN0001047,164.41,atm,debit,Peshawar,8,2,1,2024-01-22 19:30:00,0
TXN0001048,1837.19,restaurant,credit,Multan,16,3,1,2024-01-22 20:00:00,0
TXN0001049,5341.12,atm,transfer,Peshawar,11,2,0,2024-01-22 20:30:00,0
TXN0001050,16846.45,grocery,credit,Peshawar,15,5,1,2024-01-22 21:00:00,0
TXN0001051,5993.6,atm,transfer,Islamabad,17,0,0,2024-01-22 21:30:00,0
TXN0001052,21259.29,restaurant,debit,Islamabad,14,2,1,2024-01-22 22:00:00,0
TXN0001053,5290.04,healthcare,credit,Peshawar,21,1,0,2024-01-22 22:30:00,0
TXN0001054,634637.53,grocery,debit,Islamabad,3,2,1,2024-01-22 23:00:00,1
TXN0001055,1020.37,online,credit,Lahore,17,4,0,2024-01-22 23:30:00,0
TXN0001056,12982.46,grocery,debit,Karachi,14,5,0,2024-01-23 00:00:00,0
TXN0001057,2269.15,electronics,debit,Multan,9,0,1,2024-01-23 00:30:00,0
TXN0001058,18389.74,atm,debit,Lahore,8,0,1,2024-01-23 01:00:00,0
TXN0001059,19337.17,healthcare,debit,Karachi,11,6,1,2024-01-23 01:30:00,0
TXN0001060,22961.28,online,credit,Islamabad,19,5,1,2024-01-23 02:00:00,0
TXN0001061,207738.92,restaurant,credit,Multan,22,5,1,2024-01-23 02:30:00,1
TXN0001062,9043.15,grocery,debit,Lahore,15,3,0,2024-01-23 03:00:00,0
TXN0001063,12059.24,grocery,transfer,Quetta,17,1,1,2024-01-23 03:30:00,0
TXN0001064,1123.43,online,credit,Peshawar,14,6,1,2024-01-23 04:00:00,0
TXN0001065,7349.49,electronics,credit,Karachi,15,5,1,2024-01-23 04:30:00,0
TXN0001066,279.2,restaurant,transfer,Karachi,18,6,1,2024-01-23 05:00:00,0
TXN0001067,5506.33,electronics,debit,Quetta,13,5,0,2024-01-23 05:30:00,0
TXN0001068,1345.86,travel,debit,Quetta,8,6,1,2024-01-23 06:00:00,0
TXN0001069,1616.17,online,credit,Peshawar,21,3,1,2024-01-23 06:30:00,0
TXN0001070,3633.64,electronics,withdrawal,Islamabad,20,5,1,2024-01-23 07:00:00,0
TXN0001071,4531.23,restaurant,credit,Lahore,20,2,1,2024-01-23 07:30:00,0
TXN0001072,7807.74,travel,transfer,Lahore,19,4,0,2024-01-23 08:00:00,0
TXN0001073,618.75,travel,transfer,Lahore,16,4,0,2024-01-23 08:30:00,0
TXN0001074,561899.34,atm,credit,Islamabad,23,4,0,2024-01-23 09:00:00,1
TXN0001075,1613.26,electronics,credit,Peshawar,19,5,0,2024-01-23 09:30:00,0
TXN0001076,6826.06,atm,credit,Lahore,20,6,0,2024-01-23 10:00:00,0
TXN0001077,8115.74,grocery,credit,Karachi,17,4,1,2024-01-23 10:30:00,0
TXN0001078,6508.24,grocery,credit,Karachi,8,1,0,2024-01-23 11:00:00,0
TXN0001079,10724.31,healthcare,transfer,Karachi,8,2,0,2024-01-23 11:30:00,0
TXN0001080,3271.08,atm,credit,Quetta,15,4,1,2024-01-23 12:00:00,0
TXN0001081,11588.99,electronics,debit,Quetta,13,0,0,2024-01-23 12:30:00,0
TXN0001082,4535.88,online,transfer,Islamabad,15,5,0,2024-01-23 13:00:00,0
TXN0001083,5296.05,restaurant,transfer,Lahore,15,2,0,2024-01-23 13:30:00,0
TXN0001084,8355.31,grocery,withdrawal,Quetta,18,1,0,2024-01-23 14:00:00,0
TXN0001085,148.23,grocery,credit,Karachi,21,4,1,2024-01-23 14:30:00,0
TXN0001086,8490.4,online,debit,Quetta,15,1,0,2024-01-23 15:00:00,0
TXN0001087,7710.94,grocery,debit,Karachi,17,5,0,2024-01-23 15:30:00,0
TXN0001088,687084.8,grocery,transfer,Lahore,1,4,0,2024-01-23 16:00:00,1
TXN0001089,717.6,restaurant,debit,Islamabad,14,0,0,2024-01-23 16:30:00,0
TXN0001090,762.71,grocery,withdrawal,Peshawar,17,2,0,2024-01-23 17:00:00,0
TXN0001091,20534.88,atm,debit,Peshawar,11,6,1,2024-01-23 17:30:00,0
TXN0001092,9350.89,online,transfer,Karachi,16,0,0,2024-01-23 18:00:00,0
TXN0001093,1087.5,online,transfer,Quetta,19,4,0,2024-01-23 18:30:00,0
TXN0001094,3529.44,online,transfer,Quetta,9,3,1,2024-01-23 19:00:00,0
TXN0001095,7181.38,travel,debit,Karachi,18,2,1,2024-01-23 19:30:00,0
TXN0001096,14442.25,grocery,credit,Lahore,16,1,0,2024-01-23 20:00:00,0
TXN0001097,357.14,grocery,debit,Karachi,17,4,1,2024-01-23 20:30:00,0
TXN0001098,2160.13,atm,debit,Lahore,10,0,0,2024-01-23 21:00:00,0
TXN0001099,17639.96,grocery,debit,Islamabad,21,5,0,2024-01-23 21:30:00,0
TXN0001100,73.66,grocery,transfer,Islamabad,20,6,0,2024-01-23 22:00:00,0
TXN0001101,369798.77,healthcare,debit,Karachi,2,3,0,2024-01-23 22:30:00,1
TXN0001102,25558.18,healthcare,withdrawal,Islamabad,20,6,1,2024-01-23 23:00:00,0
TXN0001103,7602.96,electronics,debit,Quetta,11,5,1,2024-01-23 23:30:00,0
TXN0001104,271949.02,grocery,debit,Lahore,22,4,1,2024-01-24 00:00:00,1
TXN0001105,554.72,atm,debit,Peshawar,9,1,1,2024-01-24 00:30:00,0
TXN0001106,228.77,atm,transfer,Peshawar,20,0,0,2024-01-24 01:00:00,0
TXN0001107,2245.6,grocery,debit,Islamabad,8,2,0,2024-01-24 01:30:00,0
TXN0001108,17061.78,grocery,transfer,Lahore,17,3,0,2024-01-24 02:00:00,0
TXN0001109,4301.65,atm,credit,Quetta,18,4,1,2024-01-24 02:30:00,0
TXN0001110,10193.26,restaurant,withdrawal,Peshawar,12,4,0,2024-01-24 03:00:00,0
TXN0001111,20036.15,atm,debit,Quetta,16,4,0,2024-01-24 03:30:00,0
TXN0001112,4194.54,grocery,credit,Quetta,19,4,0,2024-01-24 04:00:00,0
TXN0001113,1698.39,travel,transfer,Peshawar,19,0,1,2024-01-24 04:30:00,0
TXN0001114,5823.86,online,transfer,Peshawar,12,2,1,2024-01-24 05:00:00,0
TXN0001115,19095.01,grocery,credit,Islamabad,19,1,1,2024-01-24 05:30:00,0
TXN0001116,13052.42,grocery,transfer,Lahore,18,3,1,2024-01-24 06:00:00,0
TXN0001117,544.77,electronics,debit,Karachi,17,6,0,2024-01-24 06:30:00,0
TXN0001118,9436.14,online,transfer,Lahore,16,4,0,2024-01-24 07:00:00,0
TXN0001119,6787.14,online,debit,Karachi,21,5,0,2024-01-24 07:30:00,0
TXN0001120,19041.19,atm,debit,Peshawar,20,4,0,2024-01-24 08:00:00,0
TXN0001121,1045.26,atm,debit,Quetta,19,2,1,2024-01-24 08:30:00,0
TXN0001122,6109.18,restaurant,transfer,Lahore,17,2,0,2024-01-24 09:00:00,0
TXN0001123,16926.37,atm,withdrawal,Quetta,13,0,0,2024-01-24 09:30:00,0
TXN0001124,4221.38,electronics,debit,Lahore,10,0,1,2024-01-24 10:00:00,0
TXN0001125,5262.16,electronics,transfer,Multan,11,5,0,2024-01-24 10:30:00,0
TXN0001126,584.53,online,credit,Lahore,11,5,0,2024-01-24 11:00:00,0
TXN0001127,2607.43,grocery,transfer,Quetta,8,0,1,2024-01-24 11:30:00,0
TXN0001128,3138.5,restaurant,debit,Multan,10,3,1,2024-01-24 12:00:00,0
TXN0001129,23221.21,grocery,credit,Islamabad,10,5,0,2024-01-24 12:30:00,0
TXN0001130,2657.72,electronics,debit,Peshawar,20,0,0,2024-01-24 13:00:00,0
TXN0001131,4942.37,online,debit,Islamabad,21,4,0,2024-01-24 13:30:00,0
TXN0001132,8900.99,online,credit,Islamabad,8,0,0,2024-01-24 14:00:00,0
TXN0001133,1415.65,online,transfer,Lahore,20,6,0,2024-01-24 14:30:00,0
TXN0001134,5331.14,online,credit,Peshawar,16,3,1,2024-01-24 15:00:00,0
TXN0001135,10731.76,grocery,withdrawal,Multan,18,0,0,2024-01-24 15:30:00,0
TXN0001136,16130.54,grocery,transfer,Lahore,8,0,0,2024-01-24 16:00:00,0
TXN0001137,7873.54,restaurant,debit,Karachi,16,4,0,2024-01-24 16:30:00,0
TXN0001138,8846.39,electronics,debit,Lahore,8,5,0,2024-01-24 17:00:00,0
TXN0001139,1079.99,electronics,transfer,Multan,9,4,0,2024-01-24 17:30:00,0
TXN0001140,23317.13,travel,withdrawal,Quetta,9,6,0,2024-01-24 18:00:00,0
TXN0001141,1137.8,grocery,withdrawal,Lahore,21,6,0,2024-01-24 18:30:00,0
TXN0001142,11921.62,online,transfer,Karachi,13,4,0,2024-01-24 19:00:00,0
TXN0001143,2461.08,online,credit,Lahore,14,0,0,2024-01-24 19:30:00,0
TXN0001144,21695.64,atm,transfer,Multan,18,4,1,2024-01-24 20:00:00,0
TXN0001145,10182.57,atm,debit,Karachi,8,2,1,2024-01-24 20:30:00,0
TXN0001146,11213.33,grocery,debit,Peshawar,10,1,0,2024-01-24 21:00:00,0
TXN0001147,1978.05,travel,transfer,Multan,9,1,0,2024-01-24 21:30:00,0
TXN0001148,4682.09,grocery,transfer,Lahore,15,4,0,2024-01-24 22:00:00,0
TXN0001149,7694.77,grocery,withdrawal,Karachi,16,5,0,2024-01-24 22:30:00,0
TXN0001150,11756.49,travel,debit,Multan,20,3,0,2024-01-24 23:00:00,0
TXN0001151,878.16,electronics,transfer,Peshawar,9,6,0,2024-01-24 23:30:00,0
TXN0001152,26238.63,online,transfer,Quetta,9,4,1,2024-01-25 00:00:00,0
TXN0001153,17674.26,atm,credit,Islamabad,17,5,0,2024-01-25 00:30:00,0
TXN0001154,2521.51,restaurant,debit,Karachi,16,4,1,2024-01-25 01:00:00,0
TXN0001155,13842.02,atm,credit,Quetta,21,0,1,2024-01-25 01:30:00,0
TXN0001156,5843.87,grocery,credit,Peshawar,11,6,1,2024-01-25 02:00:00,0
TXN0001157,4956.3,electronics,credit,Quetta,12,6,1,2024-01-25 02:30:00,0
TXN0001158,3020.09,electronics,credit,Lahore,20,5,1,2024-01-25 03:00:00,0
TXN0001159,6958.48,electronics,transfer,Islamabad,18,6,1,2024-01-25 03:30:00,0
TXN0001160,10471.38,grocery,debit,Karachi,16,3,1,2024-01-25 04:00:00,0
TXN0001161,4233.72,grocery,debit,Multan,13,4,1,2024-01-25 04:30:00,0
TXN0001162,7937.15,online,credit,Peshawar,17,2,1,2024-01-25 05:00:00,0
TXN0001163,9613.48,atm,debit,Islamabad,19,5,0,2024-01-25 05:30:00,0
TXN0001164,9934.0,atm,withdrawal,Peshawar,16,1,0,2024-01-25 06:00:00,0
TXN0001165,426.92,travel,debit,Quetta,16,5,1,2024-01-25 06:30:00,0
TXN0001166,15714.5,online,credit,Peshawar,14,2,1,2024-01-25 07:00:00,0
TXN0001167,4903.65,online,transfer,Peshawar,21,6,1,2024-01-25 07:30:00,0
TXN0001168,2435.0,online,debit,Quetta,19,2,0,2024-01-25 08:00:00,0
TXN0001169,2214.09,grocery,transfer,Quetta,17,6,0,2024-01-25 08:30:00,0
TXN0001170,5277.92,atm,credit,Islamabad,16,2,1,2024-01-25 09:00:00,0
TXN0001171,790502.12,online,debit,Karachi,3,3,1,2024-01-25 09:30:00,1
TXN0001172,3802.99,grocery,withdrawal,Quetta,12,3,1,2024-01-25 10:00:00,0
TXN0001173,11081.58,grocery,debit,Islamabad,19,5,1,2024-01-25 10:30:00,0
TXN0001174,814.66,grocery,credit,Peshawar,15,3,1,2024-01-25 11:00:00,0
TXN0001175,5170.97,online,debit,Peshawar,17,1,1,2024-01-25 11:30:00,0
TXN0001176,38318.65,atm,debit,Multan,11,6,0,2024-01-25 12:00:00,0
TXN0001177,11772.65,electronics,transfer,Lahore,16,0,0,2024-01-25 12:30:00,0
TXN0001178,1891.13,electronics,transfer,Quetta,14,5,0,2024-01-25 13:00:00,0
TXN0001179,5568.27,restaurant,debit,Islamabad,14,4,1,2024-01-25 13:30:00,0
TXN0001180,352027.79,grocery,credit,Multan,3,4,1,2024-01-25 14:00:00,1
TXN0001181,4215.11,grocery,transfer,Islamabad,10,5,0,2024-01-25 14:30:00,0
TXN0001182,12116.08,electronics,transfer,Karachi,11,0,0,2024-01-25 15:00:00,0
TXN0001183,11800.12,atm,credit,Multan,14,4,1,2024-01-25 15:30:00,0
TXN0001184,2071.21,online,transfer,Islamabad,18,5,0,2024-01-25 16:00:00,0
TXN0001185,20431.31,travel,credit,Quetta,18,5,0,2024-01-25 16:30:00,0
TXN0001186,7183.05,healthcare,transfer,Islamabad,21,2,0,2024-01-25 17:00:00,0
TXN0001187,3823.31,atm,withdrawal,Lahore,12,1,0,2024-01-25 17:30:00,0
TXN0001188,5576.21,grocery,debit,Peshawar,19,4,1,2024-01-25 18:00:00,0
TXN0001189,7432.4,atm,debit,Peshawar,10,1,1,2024-01-25 18:30:00,0
TXN0001190,6565.85,grocery,debit,Multan,8,6,1,2024-01-25 19:00:00,0
TXN0001191,5330.56,online,debit,Islamabad,14,5,1,2024-01-25 19:30:00,0
TXN0001192,5624.49,grocery,debit,Islamabad,13,0,0,2024-01-25 20:00:00,0
TXN0001193,1552.68,online,transfer,Islamabad,17,5,0,2024-01-25 20:30:00,0
TXN0001194,13401.75,electronics,credit,Islamabad,14,4,0,2024-01-25 21:00:00,0
TXN0001195,6242.9,restaurant,debit,Lahore,21,1,1,2024-01-25 21:30:00,0
TXN0001196,69267.23,electronics,debit,Quetta,22,2,1,2024-01-25 22:00:00,1
TXN0001197,263406.04,online,debit,Lahore,3,2,1,2024-01-25 22:30:00,1
TXN0001198,21558.38,electronics,credit,Lahore,19,5,1,2024-01-25 23:00:00,0
TXN0001199,23546.17,restaurant,credit,Lahore,11,0,0,2024-01-25 23:30:00,0
TXN0001200,3683.82,atm,debit,Peshawar,9,6,1,2024-01-26 00:00:00,0
TXN0001201,1164.99,grocery,withdrawal,Lahore,15,3,0,2024-01-26 00:30:00,0
TXN0001202,5845.12,restaurant,credit,Islamabad,14,4,0,2024-01-26 01:00:00,0
TXN0001203,955.76,electronics,withdrawal,Lahore,8,5,0,2024-01-26 01:30:00,0
TXN0001204,21743.28,online,debit,Islamabad,9,2,1,2024-01-26 02:00:00,0
TXN0001205,1622.61,atm,transfer,Multan,9,2,1,2024-01-26 02:30:00,0
TXN0001206,2331.01,grocery,credit,Quetta,11,0,0,2024-01-26 03:00:00,0
TXN0001207,4175.59,healthcare,transfer,Peshawar,10,2,0,2024-01-26 03:30:00,0
TXN0001208,3865.22,electronics,credit,Quetta,8,4,1,2024-01-26 04:00:00,0
TXN0001209,92770.19,grocery,withdrawal,Multan,22,0,1,2024-01-26 04:30:00,1
TXN0001210,4875.11,restaurant,credit,Quetta,21,1,1,2024-01-26 05:00:00,0
TXN0001211,1498.04,atm,transfer,Peshawar,9,0,1,2024-01-26 05:30:00,0
TXN0001212,2487.17,grocery,transfer,Islamabad,18,6,0,2024-01-26 06:00:00,0
TXN0001213,5692.34,grocery,transfer,Multan,16,4,0,2024-01-26 06:30:00,0
TXN0001214,1276.22,atm,credit,Multan,20,6,0,2024-01-26 07:00:00,0
TXN0001215,7566.9,grocery,debit,Islamabad,8,4,0,2024-01-26 07:30:00,0
TXN0001216,6673.03,restaurant,transfer,Islamabad,16,1,0,2024-01-26 08:00:00,0
TXN0001217,10033.78,atm,credit,Peshawar,14,5,0,2024-01-26 08:30:00,0
TXN0001218,22206.94,electronics,credit,Lahore,9,0,1,2024-01-26 09:00:00,0
TXN0001219,19466.52,electronics,debit,Karachi,9,4,0,2024-01-26 09:30:00,0
TXN0001220,23361.38,online,credit,Lahore,12,4,1,2024-01-26 10:00:00,0
TXN0001221,2245.29,electronics,transfer,Lahore,20,1,1,2024-01-26 10:30:00,0
TXN0001222,1128.5,atm,credit,Quetta,12,3,0,2024-01-26 11:00:00,0
TXN0001223,2879.46,healthcare,credit,Karachi,11,0,1,2024-01-26 11:30:00,0
TXN0001224,18036.85,online,debit,Islamabad,19,4,0,2024-01-26 12:00:00,0
TXN0001225,28619.7,travel,debit,Lahore,17,2,0,2024-01-26 12:30:00,0
TXN0001226,15690.42,grocery,transfer,Peshawar,17,1,1,2024-01-26 13:00:00,0
TXN0001227,932.43,online,debit,Lahore,20,3,1,2024-01-26 13:30:00,0
TXN0001228,399636.19,online,credit,Islamabad,1,3,1,2024-01-26 14:00:00,1
TXN0001229,4404.27,online,credit,Lahore,10,1,1,2024-01-26 14:30:00,0
TXN0001230,74.83,grocery,withdrawal,Multan,11,3,1,2024-01-26 15:00:00,0
TXN0001231,4672.82,restaurant,debit,Quetta,17,4,1,2024-01-26 15:30:00,0
TXN0001232,377.31,electronics,debit,Quetta,11,3,1,2024-01-26 16:00:00,0
TXN0001233,6279.96,atm,credit,Lahore,9,0,1,2024-01-26 16:30:00,0
TXN0001234,3306.62,atm,credit,Quetta,12,2,1,2024-01-26 17:00:00,0
TXN0001235,5131.04,online,debit,Peshawar,12,4,0,2024-01-26 17:30:00,0
TXN0001236,7598.17,electronics,transfer,Karachi,12,1,0,2024-01-26 18:00:00,0
TXN0001237,16248.33,online,credit,Lahore,18,2,1,2024-01-26 18:30:00,0
TXN0001238,576580.59,grocery,debit,Peshawar,1,5,1,2024-01-26 19:00:00,1
TXN0001239,4553.98,atm,debit,Multan,17,4,1,2024-01-26 19:30:00,0
TXN0001240,13693.0,grocery,transfer,Peshawar,8,2,0,2024-01-26 20:00:00,0
TXN0001241,18880.2,electronics,debit,Peshawar,13,3,0,2024-01-26 20:30:00,0
TXN0001242,1020.49,grocery,debit,Multan,18,5,1,2024-01-26 21:00:00,0
TXN0001243,6073.15,atm,debit,Islamabad,9,1,1,2024-01-26 21:30:00,0
TXN0001244,2678.32,online,credit,Lahore,14,1,1,2024-01-26 22:00:00,0
TXN0001245,385.64,online,transfer,Lahore,11,0,1,2024-01-26 22:30:00,0
TXN0001246,8834.15,online,debit,Lahore,12,3,0,2024-01-26 23:00:00,0
