customer_number,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography,Gender,Exited
C001914,388,48,9,184601.96,4,0,1,331153.04,Islamabad,Female,0
C001915,669,48,7,167218.72,2,1,1,584094.94,Islamabad,Male,0
C001916,636,30,10,444489.18,1,1,1,480144.85,Islamabad,Female,0
C001917,716,38,0,242254.45,4,0,1,246455.89,Karachi,Male,0
C001918,805,67,1,449788.53,3,1,0,439811.1,Lahore,Female,1
C001919,812,26,7,443319.26,2,0,0,561566.86,Lahore,Female,0
C001920,728,47,1,40090.65,3,0,0,341774.73,Quetta,Male,0
C001921,499,42,10,472681.49,4,0,1,298686.51,Lahore,Male,0
C001922,701,22,9,38477.44,4,1,0,349676.23,Quetta,Male,0
C001923,354,22,8,481753.06,1,0,0,214456.82,Islamabad,Male,0
C001924,585,56,2,226307.46,2,1,0,548115.33,Islamabad,Female,0
C001925,585,30,2,380430.34,2,0,0,486477.81,Lahore,Male,0
C001926,663,44,5,353072.18,1,1,0,435071.1,Lahore,Female,0
C001927,806,59,2,259247.49,3,0,0,369891.57,Lahore,Female,1
C001928,454,62,8,309727.41,4,0,1,582905.88,Karachi,Male,0
C001929,556,25,10,474959.09,1,1,1,206715.21,Peshawar,Male,0
C001930,588,40,7,463675.75,4,0,0,198555.69,Islamabad,Male,0
C001931,668,58,3,327163.03,3,0,1,175597.47,Islamabad,Male,0
C001932,666,26,5,328859.34,3,1,1,455394.55,Lahore,Male,0
C001933,401,49,7,123469.35,3,1,1,486479.96,Karachi,Male,0
C001934,457,67,3,414311.75,2,0,1,374383.94,Islamabad,Female,0
C001935,706,63,4,316301.67,4,0,1,405110.88,Lahore,Male,0
C001936,382,69,6,413124.4,4,1,0,235418.03,Peshawar,Male,0
C001937,371,44,7,328926.21,1,0,0,62264.22,Islamabad,Male,0
C001938,656,59,6,149660.01,4,1,1,182036.07,Karachi,Female,0
C001939,360,44,7,94740.7,2,1,0,367209.81,Lahore,Female,0
C001940,476,67,3,38482.92,1,0,0,495242.3,Islamabad,Male,0
C001941,791,39,0,292997.47,3,1,0,475229.19,Lahore,Female,0
C001942,399,50,5,142025.68,4,1,0,140512.92,Lahore,Female,0
C001943,547,49,4,315254.76,2,0,0,68809.88,Karachi,Female,1
C001944,366,30,10,29328.22,2,0,0,516313.62,Karachi,Female,0
C001945,779,60,3,187831.53,4,0,0,82329.97,Islamabad,Female,0
C001946,393,71,1,130276.61,2,0,1,260254.31,Karachi,Female,1
C001947,534,31,0,185167.04,3,1,1,92766.37,Islamabad,Male,1
C001948,738,23,8,27141.71,4,1,1,355867.28,Lahore,Male,0
C001949,388,34,1,362090.71,4,1,0,243468.4,Peshawar,Female,0
C001950,791,59,8,58348.67,4,0,1,153396.43,Quetta,Male,0
C001951,845,48,5,7201.31,1,1,0,373293.89,Islamabad,Male,1
C001952,486,62,5,473144.55,3,0,1,243499.4,Lahore,Male,0
C001953,826,41,1,96438.19,2,1,1,133401.42,Lahore,Male,0
C001954,628,61,5,414030.65,4,0,0,432048.39,Karachi,Male,0
C001955,780,31,2,482235.3,4,0,1,508612.65,Karachi,Female,0
C001956,513,37,6,267060.6,2,1,0,193295.84,Lahore,Female,1
C001957,380,36,9,263059.08,3,0,1,144398.03,Islamabad,Male,0
C001958,689,34,3,183708.62,2,1,1,82141.04,Karachi,Female,0
C001959,372,71,8,212797.43,2,1,0,335625.19,Lahore,Male,1
C001960,789,59,4,241037.7,4,1,1,505524.47,Lahore,Male,0
C001961,548,41,9,76047.2,1,1,1,180442.34,Peshawar,Female,0
C001962,523,45,2,182368.36,1,0,1,297957.15,Karachi,Female,0
C001963,407,62,0,408054.22,1,1,1,130049.93,Karachi,Male,0
C001964,769,71,0,91199.06,1,1,1,266352.46,Peshawar,Male,1
C001965,545,28,3,364926.62,1,1,0,48649.26,Karachi,Male,0
C001966,437,44,9,325793.3,4,0,0,550008.28,Islamabad,Female,0
C001967,793,45,9,28648.89,1,1,0,418880.26,Lahore,Male,0
C001968,491,50,3,11214.43,2,0,0,226375.68,Lahore,Male,0
C001969,630,26,8,176264.23,4,1,0,533471.03,Lahore,Female,0
C001970,804,64,7,346085.14,2,1,0,142440.59,Peshawar,Female,1
C001971,556,66,3,165208.96,1,1,1,84090.89,Karachi,Female,0
C001972,521,56,5,333866.65,3,1,0,567868.09,Karachi,Female,1
C001973,651,22,6,332729.07,1,1,0,213049.5,Lahore,Male,1
C001974,746,57,9,403277.31,4,0,1,564145.1,Lahore,Female,0
C001975,667,39,7,49742.81,2,0,1,397063.23,Lahore,Male,0
C001976,624,27,3,288564.45,3,1,0,588824.04,Peshawar,Female,0
C001977,745,44,0,31248.56,3,1,1,461920.36,Peshawar,Male,0
C001978,717,31,4,87973.57,3,1,1,99070.97,Karachi,Female,0
C001979,695,28,0,162750.45,2,0,1,517248.05,Karachi,Male,1
C001980,397,65,10,353694.62,4,1,1,122811.97,Karachi,Male,1
C001981,510,29,10,486938.99,3,0,0,427630.66,Peshawar,Male,0
C001982,812,34,3,171260.41,2,1,0,320228.17,Lahore,Female,0
C001983,514,51,6,260572.24,2,1,1,436326.0,Lahore,Male,0
C001984,739,39,6,129527.8,1,1,1,468394.14,Islamabad,Male,0
C001985,728,35,0,337744.81,2,0,1,490052.52,Lahore,Male,0
C001986,566,32,8,183292.93,4,1,0,507588.87,Karachi,Male,0
C001987,466,63,1,240798.09,4,0,1,514445.73,Lahore,Male,0
C001988,686,59,4,283906.44,3,1,0,271041.68,Lahore,Male,0
C001989,776,34,5,343121.16,2,0,0,537967.72,Islamabad,Male,1
C001990,600,63,0,30025.83,2,0,1,442964.94,Lahore,Male,0
C001991,705,65,1,277450.55,1,1,1,509823.72,Karachi,Female,0
C001992,783,54,6,215582.05,1,0,1,593947.16,Karachi,Female,0
C001993,593,71,5,66882.54,2,1,1,105192.26,Islamabad,Female,0
C001994,779,34,5,104018.33,2,1,1,247524.63,Peshawar,Male,0
C001995,596,46,5,441945.05,2,1,1,491666.33,Karachi,Female,0
C001996,422,45,6,435888.0,1,1,1,88329.94,Karachi,Male,0
C001997,633,50,9,16665.13,1,0,0,342837.4,Lahore,Male,1
C001998,832,57,8,344700.75,4,1,0,520702.86,Lahore,Male,0
C001999,544,27,8,277093.66,3,0,0,50635.11,Karachi,Male,0
